first_name,group_name,classification,frequency_female,frequency_male,frequency_total,frequency_group,ratio,alternative_names
"LINETI","ELINETI","F",43,"",43,128,1,"ELINETI"
"LINEU","LINEU","M","",1918,1918,2601,1,"ALINEU|ELINEU|ILINEU|LINNEU"
"LINEUDA","ELINEUDA","F",58,"",58,475,1,"ELINEUDA"
"LINEUSA","ELINEUZA","F",79,"",79,1886,1,"ELINEUSA|ELINEUZA|LINEUZA"
"LINEUZA","ELINEUZA","F",141,"",141,1886,1,"ELINEUSA|ELINEUZA|LINEUSA"
"LINEY","ALINI","F",61,"",61,8196,1,"ALINEI|ALINI|ALINIR|ALINNY|ALINY|ALYNI|ALYNY|ELEINI|ELINEI|ELINEY|ELINI|ELINIR|ELINNY|ELINY|HALINY|HELINEI|HELINI|ILINIR|LEINI|LEINIR|LEINY|LINEI|LINI|LINIR|LINY|LUINEI|LUINI|LUINNY|LUINY|OLINEI|OLINIR"
"LINEZIA","LINESIA","F",37,"",37,173,1,"ELINESIA|ELINEZIA|LINESIA"
"LINEZIO","LINESIO","M","",64,64,338,1,"ELINESIO|ELINEZIO|LINESIO"
"LINI","ALINI","F",164,"",164,8196,1,"ALINEI|ALINI|ALINIR|ALINNY|ALINY|ALYNI|ALYNY|ELEINI|ELINEI|ELINEY|ELINI|ELINIR|ELINNY|ELINY|HALINY|HELINEI|HELINI|ILINIR|LEINI|LEINIR|LEINY|LINEI|LINEY|LINIR|LINY|LUINEI|LUINI|LUINNY|LUINY|OLINEI|OLINIR"
"LINIA","ELINAI","F",149,"",149,572,1,"ALINIA|ELINAI|ELINAY|ELINIA|LINAI|LINAIR"
"LINIANE","LINIANE","F",79,"",79,197,1,"ALINIANE|ELINIANE|LEINIANE"
"LINIC","LINIK","M","",31,31,179,1,"LINIK"
"LINICA","LINICA","F",34,"",34,34,1,""
"LINICE","LINIKER","F",59,"",59,1938,1,"ALINICE|ELINICE|HELINICE|LEINICE|LINIKE|LINIKER|LINNIKER|LINNYKER|LINYKER|LYNIKER"
"LINICK","LINICK","M","",59,59,59,1,""
"LINICKER","LINICKER","M","",68,68,68,1,""
"LINIEL","ELINEL","M","",21,21,373,1,"ELINAEL|ELINAL|ELINEL|ELINIEL|ELINOEL|LINAEL|LINEL|LINOEL"
"LINIETE","LINIETE","F",41,"",41,41,1,""
"LINIK","LINIK","M","",148,148,179,1,"LINIC"
"LINIKE","LINIKER","M","",58,58,1938,1,"ALINICE|ELINICE|HELINICE|LEINICE|LINICE|LINIKER|LINNIKER|LINNYKER|LINYKER|LYNIKER"
"LINIKER","LINIKER","M",30,899,929,1938,0.97,"ALINICE|ELINICE|HELINICE|LEINICE|LINICE|LINIKE|LINNIKER|LINNYKER|LINYKER|LYNIKER"
"LINILDA","ELINALDA","F",39,"",39,1761,1,"ELINALDA|ELINELDA|ELINILDA|LEINILDA|LINALDA|LINELDA"
"LINILDO","ELINALDO","M","",24,24,14047,1,"ALINALDO|ELINALDO|ELINELDO|ELINILDO|HELINALDO|ILINALDO|LEINALDO|LEINILDO|LINALDO|LUINALDO|OLINALDO"
"LINILSON","ELINELSON","M","",50,50,1275,1,"ALINELSON|ELINAELSON|ELINELSON|ELINILSON|LEINILSON|LINELSON"
"LINIO","LINIO","M","",66,66,172,1,"ALINIO|ELINIO"
"LINIQUE","LINIQUER","M","",113,113,385,1,"LINIQUER"
"LINIQUER","LINIQUER","M","",272,272,385,1,"LINIQUE"
"LINIR","ALINI","F",83,"",83,8196,1,"ALINEI|ALINI|ALINIR|ALINNY|ALINY|ALYNI|ALYNY|ELEINI|ELINEI|ELINEY|ELINI|ELINIR|ELINNY|ELINY|HALINY|HELINEI|HELINI|ILINIR|LEINI|LEINIR|LEINY|LINEI|LINEY|LINI|LINY|LUINEI|LUINI|LUINNY|LUINY|OLINEI|OLINIR"
"LINITA","ELINITA","F",53,"",53,289,1,"ELINITA|HELINITA"
"LINIVALDO","LINIVALDO","M","",34,34,34,1,""
"LINKER","LINKER","M","",41,41,103,1,"ALINCE|LINCE"
"LINKON","LINCON","M","",152,152,12416,1,"LINCOHN|LINCOM|LINCON|LYNCON"
"LINNA","LINA","F",35,"",35,30209,1,"ALEINA|ALINA|ALUINA|ALYNA|AULINA|ELEINA|ELINA|ELINAR|ELINHA|ELUINA|EOLINA|EULINA|HALINA|HELINA|ILINA|ILUINA|IOLINA|IULINA|LEINA|LEINAR|LEINHA|LEYNA|LINA|LINAR|LUINA|LYNA|OLINA|UELINA|ULINA"
"LINNEKER","LINEKER","M","",60,60,771,1,"ELINECE|LINEKE|LINEKER|LYNEKER|LYNNEKER"
"LINNEU","LINEU","M","",54,54,2601,1,"ALINEU|ELINEU|ILINEU|LINEU"
"LINNIKER","LINIKER","M","",73,73,1938,1,"ALINICE|ELINICE|HELINICE|LEINICE|LINICE|LINIKE|LINIKER|LINNYKER|LINYKER|LYNIKER"
"LINNYKER","LINIKER","M","",33,33,1938,1,"ALINICE|ELINICE|HELINICE|LEINICE|LINICE|LINIKE|LINIKER|LINNIKER|LINYKER|LYNIKER"
"LINO","LINO","M",40,10658,10698,14131,1,"ALINO|ALINOR|ALUINO|AULINO|ELINHO|ELINO|ELINOR|EOLINO|EULINO|HELINHO|HELINO|ILINO|ILINOR|LEINOR|LINOR|OLINO"
"LINOEL","ELINEL","M","",63,63,373,1,"ELINAEL|ELINAL|ELINEL|ELINIEL|ELINOEL|LINAEL|LINEL|LINIEL"
"LINOMAR","LINOMAR","M","",138,138,138,1,""
"LINOR","LINO","M","",69,69,14131,1,"ALINO|ALINOR|ALUINO|AULINO|ELINHO|ELINO|ELINOR|EOLINO|EULINO|HELINHO|HELINO|ILINO|ILINOR|LEINOR|LINO|OLINO"
"LINS","LINS","M",90,217,307,359,0.71,"ALINS|ELINS"
"LINSMAR","LINSMAR","M","",172,172,172,1,""
"LINSON","ALINSON","M","",21,21,383,1,"ALINSON|ELINSON"
"LINTON","UELINTON","M","",89,89,5143,1,"AELINTON|ALINTON|ELINTOM|ELINTON|HELINTON|HUELINTON|OELINTON|UELINTOM|UELINTON|ULINTON"
"LINUS","LINUS","M","",81,81,81,1,""
"LINVALDO","LINVALDO","M","",30,30,30,1,""
"LINY","ALINI","F",37,"",37,8196,1,"ALINEI|ALINI|ALINIR|ALINNY|ALINY|ALYNI|ALYNY|ELEINI|ELINEI|ELINEY|ELINI|ELINIR|ELINNY|ELINY|HALINY|HELINEI|HELINI|ILINIR|LEINI|LEINIR|LEINY|LINEI|LINEY|LINI|LINIR|LUINEI|LUINI|LUINNY|LUINY|OLINEI|OLINIR"
"LINYKER","LINIKER","M","",67,67,1938,1,"ALINICE|ELINICE|HELINICE|LEINICE|LINICE|LINIKE|LINIKER|LINNIKER|LINNYKER|LYNIKER"
"LIO","HELIO","M",35,221,256,177784,0.86,"AELIO|AILIO|ALIO|AULIO|ELEIO|ELHIO|ELIO|ELIOR|HEILIO|HELHIO|HELIIO|HELIO|HILIO|HUELIO|HULIO|IELIO|ILIO|LEIO|LIOR|LUIO|OELIO|OILIO|UELIO|UILIO|ULIO"
"LIOBERTO","ELIOBERTO","M","",33,33,104,1,"ELIOBERTO"
"LIOBINA","LIOBINA","F",62,"",62,99,1,"LIODINA"
"LIOBINO","LIOBINO","M","",243,243,279,1,"LIODINO"
"LIOCADIA","LIOCADIA","F",26,"",26,26,1,""
"LIOCADIO","LIOCADIO","M","",30,30,30,1,""
"LIODETE","LIODETE","F",183,24,207,304,0.88,"ELIODETE"
"LIODINA","LIOBINA","F",37,"",37,99,1,"LIOBINA"
"LIODINO","LIOBINO","M","",36,36,279,1,"LIOBINO"
"LIODORA","ELIODORA","F",30,"",30,246,1,"ELIODORA|HELIODORA"
"LIODORIO","ELIODORIO","M","",33,33,235,1,"ELIODORIO|HELIODORIO"
"LIODORO","ELIODORO","M","",77,77,666,1,"ELIODORO|HELIODORO"
"LIOLANDA","YOLLANDA","F",31,"",31,159,1,"ALLANDA|HOLLANDA|IOLLANDA|YOLLANDA"
"LIOLENE","LUILENE","F",24,"",24,693,1,"ALILENE|ALLENE|ELILENE|ELLENE|HELLENE|LAILENE|LEILENE|LEOLENE|LILENE|LOILENE|LUILENE|LULENE"
"LIOLINA","LEOLINA","F",158,"",158,1258,1,"EULALINA|LALINA|LALINHA|LELINA|LELINHA|LEOLINA|LEULINA|LILINA|OLALINA"
"LIOLINO","LEOLINO","M","",144,144,742,1,"LELINHO|LELINO|LEOLINO"
"LIOMAR","ELIOMAR","M",490,2202,2692,17244,0.82,"ALIOMAR|ELIOMA|ELIOMAR|HELIOMAR|ILIOMAR|OLIOMAR"
"LIOMARA","ELIOMARA","F",248,"",248,1104,1,"ALIOMARA|ELIOMARA|HELIOMARA"
"LIOMARIA","ELIOMARIA","F",34,"",34,160,1,"ELIOMARIA"
"LIOMARIO","ELIOMARIO","M","",34,34,163,1,"ELIOMARIO"
"LION","LION","M","",665,665,1562,1,"ALION|ELIOM|ELION|HELION|ILION"
"LIONAI","ELIONAI","F",53,34,87,4240,0.61,"ELIONAI|ELIONAIR|ELIONAY|HELIONAI|HELIONAY"
"LIONALDO","ELIONALDO","M","",261,261,1679,1,"ALIONALDO|ELIONALDO|ELIONILDO|HELIONALDO|LIONILDO"
"LIONAN","ELIONAN","M","",35,35,82,1,"ELIONAN"
"LIONAR","ELIONAR","M","",27,27,264,1,"ELIONA|ELIONAR"
"LIONARA","ELIONARA","F",181,"",181,868,1,"ELIONARA|HELIONARA"
"LIONARDA","LIONARDA","F",32,"",32,60,1,"ELIONARDA"
"LIONARDO","ELIONARDO","M","",210,210,838,1,"ELIONARDO|HELIONARDO"
"LIONARIA","ELIONARIA","F",36,"",36,210,1,"ELIONARIA"
"LIONCIO","LIONCIO","M","",28,28,28,1,""
"LIONE","ELIONE","F",279,132,411,3276,0.68,"ALIONE|ELIONAE|ELIONE|HELIONE|ILIONE|OLIONE"
"LIONEI","ELIONEI","M","",73,73,963,1,"ELIONEI|ELIONEY|ELIONI|ELIONIR|LIONI|LIONIR"
"LIONEIA","ELIONEIA","F",49,"",49,125,1,"ELIONEIA"
"LIONEIDE","ELIONEIDE","F",287,"",287,1222,1,"ELIONEIDE|HELIONEIDE|LIONIDE"
"LIONEL","LIONEL","M","",674,674,813,1,"ELIONEL"
"LIONELA","LIONELA","F",72,"",72,72,1,""
"LIONELIA","LIONELIA","F",23,"",23,44,1,"LIONILIA"
"LIONELSON","ELIONILSON","M","",25,25,186,1,"ELIONELSON|ELIONILSON|LIONILSON"
"LIONES","ELIONES","M",25,51,76,335,0.67,"ALIONES|ELIONES"
"LIONESIA","LIONESIA","F",42,"",42,68,1,"LIONEZIA"
"LIONESIO","LIONESIO","M","",38,38,74,1,"ELIONESIO"
"LIONETE","ELIONETE","F",966,"",966,2384,1,"ALIONETE|ELIONETE|ILIONETE"
"LIONEZIA","LIONESIA","F",26,"",26,68,1,"LIONESIA"
"LIONI","ELIONEI","F",127,56,183,963,0.69,"ELIONEI|ELIONEY|ELIONI|ELIONIR|LIONEI|LIONIR"
"LIONICE","ELIONICE","F",192,"",192,511,1,"ELIONICE"
"LIONICIO","LIONICIO","M","",30,30,30,1,""
"LIONIDE","ELIONEIDE","F",22,"",22,1222,1,"ELIONEIDE|HELIONEIDE|LIONEIDE"
"LIONIDES","LIONIDES","M","",22,22,22,1,""
"LIONIDIA","LIONIDIA","F",154,"",154,154,1,""
"LIONIDIO","LIONIDIO","M","",138,138,138,1,""
"LIONILDA","LIONILDA","F",136,"",136,256,1,"ELIONALDA|ELIONILDA"
"LIONILDO","ELIONALDO","M","",124,124,1679,1,"ALIONALDO|ELIONALDO|ELIONILDO|HELIONALDO|LIONALDO"
"LIONILIA","LIONELIA","F",21,"",21,44,1,"LIONELIA"
"LIONILSON","ELIONILSON","M","",26,26,186,1,"ELIONELSON|ELIONILSON|LIONELSON"
"LIONINA","LIONINA","F",47,"",47,47,1,""
"LIONIR","ELIONEI","M",47,79,126,963,0.63,"ELIONEI|ELIONEY|ELIONI|ELIONIR|LIONEI|LIONI"
"LIONIRA","LIONIRA","F",36,"",36,36,1,""
"LIONITA","LIONITA","F",32,"",32,59,1,"ELIONITA"
"LIONIZA","LIONIZA","F",24,"",24,24,1,""
"LIONOR","ELIONOR","F",158,57,215,528,0.73,"ELIONOR"
"LIONORA","ELIONORA","F",134,"",134,570,1,"ELIONORA"
"LIOR","HELIO","M","",53,53,177784,1,"AELIO|AILIO|ALIO|AULIO|ELEIO|ELHIO|ELIO|ELIOR|HEILIO|HELHIO|HELIIO|HELIO|HILIO|HUELIO|HULIO|IELIO|ILIO|LEIO|LIO|LUIO|OELIO|OILIO|UELIO|UILIO|ULIO"
"LIORDINO","LIORDINO","M","",142,142,142,1,""
"LIOSETE","LIOZETE","F",22,"",22,91,1,"ELIOZETE|LIOZETE"
"LIOSINA","LIOZINA","F",114,"",114,347,1,"ELIOSINA|ELIOZINA|LIOZINA"
"LIOSMAR","ELIOSMAR","M","",201,201,602,1,"ELIOSMAR|HELIOSMAR"
"LIOSVALDO","ELIOSVALDO","M","",154,154,520,1,"ALIOSVALDO|ELIOSVALDO"
"LIOTERIO","ELIOTERIO","M","",33,33,331,1,"ELIOTERIO"
"LIOVALDO","ELIOVALDO","M","",75,75,204,1,"ELIOVALDO"
"LIOZETE","LIOZETE","F",43,"",43,91,1,"ELIOZETE|LIOSETE"
"LIOZINA","LIOZINA","F",175,"",175,347,1,"ELIOSINA|ELIOZINA|LIOSINA"
"LIPE","ALIPE","M","",119,119,502,1,"ALIPE|ELIPE"
"LIPIO","ALIPIO","M","",38,38,7832,1,"ALIPIO|ELIPIO|OLIPIO"
"LIPSON","LIPSON","M","",20,20,20,1,""
"LIRA","LIRA","F",2139,88,2227,3790,0.96,"ALIRA|ELIRA|EULIRA|LEIRA|LUIRA|LYRA|OLIEIRA|OLIRA"
"LIRACI","LIRACI","F",124,"",124,145,1,"LIRACY"
"LIRACILDA","LIRACILDA","F",24,"",24,24,1,""
"LIRACIO","LIRACIO","M","",26,26,26,1,""
"LIRACY","LIRACI","F",21,"",21,145,1,"LIRACI"
"LIRALDO","ELIRALDO","M","",22,22,49,1,"ELIRALDO"
"LIRAMAR","LIRAMAR","F",34,"",34,34,1,""
"LIRANA","LIRANA","F",21,"",21,21,1,""
"LIRANE","LIRANE","F",143,"",143,143,1,""
"LIRANEIDE","LIRANEIDE","F",57,"",57,57,1,""
"LIRANETE","LIRANETE","F",31,"",31,31,1,""
"LIRANI","LIRANI","F",86,"",86,86,1,""
"LIRBA","LIRBA","F",51,"",51,51,1,""
"LIRCE","LIRCE","F",36,"",36,36,1,""
"LIRDES","OLIRDES","F",36,"",36,153,1,"ELIRDES|LUIRDES|OLIRDES"
"LIREDA","LIREDA","F",57,"",57,57,1,""
"LIRENE","ELIRENE","F",46,"",46,101,1,"ELIRENE"
"LIRES","LIRES","F",251,"",251,464,1,"ALIRES|ELIRES|LEIRES|LUIRES|OLIRES"
"LIRETE","LIRETE","F",29,"",29,29,1,""
"LIRI","LEIRI","F",38,"",38,251,1,"ALIRI|LEIRI|LEIRY"
"LIRIA","LIRIA","F",4986,"",4986,8071,1,"ALIRIA|AULIRIA|ELIRIA|EULIRIA|ILIRIA|LEIRIA|LYRIA|OLIRIA"
"LIRIAM","LIRIAN","F",224,"",224,1653,1,"ALIRIAN|ELIRIAN|LEIRIAN|LIRIAN|LYRIAN"
"LIRIAN","LIRIAN","F",1297,"",1297,1653,1,"ALIRIAN|ELIRIAN|LEIRIAN|LIRIAM|LYRIAN"
"LIRIANA","LIRIANA","F",169,"",169,260,1,"ALIRIANA|LEIRIANA"
"LIRIANE","LEIRIANE","F",1000,"",1000,2181,1,"ALIRIANE|ELIRIANE|LEIRIANE|LEYRIANE"
"LIRIANI","LEIRIANI","F",23,"",23,57,1,"LEIRIANI"
"LIRIANO","LIRIANO","M","",30,30,30,1,""
"LIRICA","LIRICA","F",26,"",26,26,1,""
"LIRIDA","LIRIDA","F",47,"",47,47,1,""
"LIRIEL","LIRIEL","F",1485,153,1638,1748,0.91,"LEIRIEL|LIRYEL|LYRIEL"
"LIRIELE","LIRIELE","F",84,"",84,133,1,"LEIRIELE"
"LIRIENE","LEIRIENE","F",27,"",27,64,1,"LEIRIENE"
"LIRIO","ALIRIO","M",22,3154,3176,9557,0.99,"ALIRIO|ALYRIO|ELIRIO|ILIRIO|LYRIO|OLIRIO"
"LIRIS","LIRIS","F",562,"",562,628,1,"LIRYS|LYRIS"
"LIRISMAR","LIRISMAR","F",34,"",34,34,1,""
"LIRLANE","LIRLANE","F",35,"",35,55,1,"LEIRILANE"
"LIRLENE","LIRLENE","F",25,"",25,45,1,"LEIRILENE"
"LIRO","LIRO","M","",311,311,673,1,"ALIRO|OLHEIRO|OLIRO"
"LIRYEL","LIRIEL","F",47,"",47,1748,1,"LEIRIEL|LIRIEL|LYRIEL"
"LIRYS","LIRIS","F",22,"",22,628,1,"LIRIS|LYRIS"
"LIS","LUIZ","F",3270,169,3439,2081241,0.95,"AELIS|AILIS|ALEIS|ALIS|ALIZ|ALUIS|ALUIZ|ALYS|ELEIS|ELIEIS|ELIS|ELIZ|ELUIS|ELUIZ|ELYS|ELYZ|EULIS|HALIS|HELIS|HELIZ|HELYS|IALIS|ILIS|ILUIZ|LEIS|LEIZ|LEYS|LIIS|LIIZ|LIUIS|LIUIZ|LIZ|LUIIS|LUIIZ|LUIS|LUIZ|LUYS|LUYZ|LYS|LYZ|OELIS|OLIS|UALIS|UELIS|UILIS|ULIS|YALIS"
"LISA","LUIZA","F",2581,20,2601,387530,0.99,"ALEISA|ALEIZA|ALISA|ALIZA|ALUISA|ALUIZA|ELEISA|ELEIZA|ELIISA|ELISA|ELISAR|ELIZA|ELIZAR|ELUISA|ELUIZA|ELYSA|ELYZA|HELIISA|HELISA|HELIZA|HELUISA|HELUIZA|ILISA|ILIZA|ILUIZA|LEISA|LEIZA|LEYSA|LEYZA|LIISA|LIIZA|LIZA|LUIIZA|LUISA|LUIZA|LUYSA|LUYZA|LYSA|LYZA|OLISA|OLIZA"
"LISABEL","ELIZABEL","F",41,"",41,788,1,"ELISABEL|ELIZABEL|LIZABEL"
"LISABETE","ELIZABETE","F",383,"",383,205037,1,"AELIZABETE|ALISABETE|ALIZABETE|ELISABETE|ELISABETEH|ELISABETHE|ELISABHETE|ELIZABETE|ELIZABETEH|ELIZABETHE|ELIZABHETE|ELIZADETE|HELISABETE|HELIZABETE|ILISABETE|ILIZABETE|ILIZABETHE|LIZABETE|LUISABETE|LUIZABETE"
"LISABETH","ELIZABETH","F",58,"",58,85158,1,"ELISABEHT|ELISABET|ELISABETH|ELISABHET|ELIZABEHT|ELIZABET|ELIZABETH|ELIZABETR|ELIZABHET|ELYZABETH|HELISABETH|HELIZABET|HELIZABETH|ILISABETH|ILIZABETH|LIZABETH|LUIZABETH"
"LISAEL","ELIZEL","M","",42,42,5322,1,"ALUIZIL|ELISAEL|ELISEL|ELISIEL|ELIZAEL|ELIZEL|ELIZIEL|LISIEL|LIZAEL|LIZEL|LIZIEL"
"LISAGELA","ELISAGELA","F",22,"",22,5115,1,"ELISAGELA|ELISAGILA|ELISAJELA|ELIZAGELA|ELIZAGILA|ELIZAJELA"
"LISAINE","LISIANE","F",30,"",30,45719,1,"ALISIANE|ALIZIANE|ELISAINE|ELISIANE|ELISIANNE|ELIZAINE|ELIZIANE|ELIZIANNE|HELISIANE|HELIZIANE|ILISIANE|ILIZIANE|LEISIANE|LEIZIANE|LEYSIANE|LISIANE|LISIANNE|LISYANE|LIZAINE|LIZIANE|LIZIANNE|LUISIANE|LUIZIANE|LYSIANE|LYZIANE"
"LISALDO","ELIZALDO","M","",24,24,1493,1,"ELISALDO|ELIZALDO|ELIZELDO|LIZALDO"
"LISAMA","ELISAMA","F",50,"",50,13275,1,"ALIZAMA|ELISAMA|ELISAMAR|ELIZAMA|ELIZAMAR|ELYSAMA|ELYZAMA|HELISAMA|ILIZAMA|LISAMAR|LIZAMA|LIZAMAR"
"LISAMAR","ELISAMA","F",76,"",76,13275,1,"ALIZAMA|ELISAMA|ELISAMAR|ELIZAMA|ELIZAMAR|ELYSAMA|ELYZAMA|HELISAMA|ILIZAMA|LISAMA|LIZAMA|LIZAMAR"
"LISAMARA","ELISAMARA","F",191,"",191,1724,1,"ELISAMARA|ELIZAMARA|LIZAMARA"
"LISANA","ELISANA","F",198,"",198,4407,1,"ELISANA|ELIZANA|LIZANA|LUISANA|LUIZANA"
"LISANDA","ELIZANDA","F",57,"",57,318,1,"ELISANDA|ELIZANDA|LIZANDA"
"LISANDER","ELISANDER","M","",26,26,111,1,"ELISANDE|ELISANDER|ELIZANDE|ELIZANDER"
"LISANDRA","ELISANDRA","F",10524,46,10570,56842,1,"ALISANDRA|ALIZANDRA|ELISANDRA|ELIZANDRA|ELYSANDRA|ELYZANDRA|HELISANDRA|HELIZANDRA|ILISANDRA|ILIZANDRA|LIZANDRA|LYSANDRA|LYZANDRA"
"LISANDRE","LISANDRE","F",122,"",122,371,1,"ELISANDRE|ELIZANDRE|LIZANDRE"
"LISANDREA","ELISANDREA","F",22,"",22,55,1,"ELISANDREA"
"LISANDREIA","ELISANDREIA","F",61,"",61,241,1,"ELISANDREIA|ELIZANDREIA|LIZANDREIA"
"LISANDRO","ELISANDRO","M",22,2797,2819,15846,0.99,"ALISANDRO|ELISANDRO|ELIZANDRO|HELISANDRO|ILISANDRO|ILIZANDRO|LIZANDRO|LUISANDRO|LUIZANDRO|LYSANDRO"
"LISANE","ELIZANE","F",1461,"",1461,10902,1,"ALISANE|ALIZANE|ELISANE|ELIZANE|ILISANE|ILIZANE|LEISANE|LEIZANE|LIZANE|LUISANE|LUIZANE"
"LISANEA","ELIZANEA","F",51,"",51,384,1,"ELISANEA|ELIZANEA|LIZANEA"
"LISANETE","ELIZANETE","F",43,"",43,990,1,"ELISANETE|ELIZANETE|LIZANETE"
"LISANGELA","ELISANGELA","F",1592,"",1592,241193,1,"AELISANGELA|ALISANGELA|ALIZANGELA|ELISANGALA|ELISANGELA|ELISANGILA|ELISANGLA|ELISANJELA|ELIZANGELA|ELIZANGILA|ELIZANGLA|ELIZANJELA|ELYSANGELA|HELISANGELA|HELIZANGELA|ILISANGELA|ILIZANGELA|LIZANGELA|LUISANGELA|LUIZANGELA|OLISANGELA|OLIZANGELA"
"LISANGELO","ELISANGELO","M","",23,23,814,1,"ELISANGELO|ELIZANGELO|LUISANGELO"
"LISANI","ELIZANI","F",128,"",128,1072,1,"ELISANI|ELISANIR|ELISANY|ELIZANI|ELIZANIR|ELIZANY|LIZANI"
"LISANIA","ELIZANIA","F",397,"",397,3219,1,"ELISANIA|ELIZANIA|LIZANIA"
"LISANIAS","LIZANIAS","M","",33,33,95,1,"ELIZANIAS|LIZANIAS"
"LISARA","ELISARA","F",57,"",57,218,1,"ELISARA|ELIZARA|LIZARA"
"LISARB","LISARB","F",37,37,74,74,0.5,"LIZARB"
"LISARDA","LIZARDA","F",26,"",26,177,1,"ELIZARDA|LIZARDA"
"LISARDO","ELIZARDO","M","",31,31,450,1,"ELISARDO|ELIZARDO|LIZARDO"
"LISAURA","ELIZAURA","F",91,"",91,372,1,"ELISAURA|ELIZAURA|LIZAURA"
"LISBELA","LISBELA","F",159,"",159,185,1,"ELISBELA"
"LISBERTO","ELISBERTO","M","",69,69,459,1,"ELISBERTO"
"LISBET","ELIZBETH","F",20,"",20,377,1,"ELISBETH|ELIZBETH|LISBETH|LIZBETH"
"LISBETE","ELISBETE","F",272,"",272,1163,1,"ALISDETE|ELISBETE|ELISDETE|ELIZBETE|LISDETE"
"LISBETH","ELIZBETH","F",122,"",122,377,1,"ELISBETH|ELIZBETH|LISBET|LIZBETH"
"LISBOA","LISBOA","M",35,148,183,183,0.81,""
"LISDAIANE","LISDAIANE","F",50,"",50,50,1,""
"LISDETE","ELISBETE","F",61,"",61,1163,1,"ALISDETE|ELISBETE|ELISDETE|ELIZBETE|LISBETE"
"LISE","LUIZE","F",624,"",624,14446,1,"ALEISE|ALISE|ALIZE|ALUIZE|ELEISE|ELEIZE|ELEIZER|ELISE|ELISER|ELIZE|ELIZER|ELUISE|ELUIZE|ELYSE|EULISE|HELISE|LEISE|LEISER|LEIZE|LEIZER|LEYSE|LIZE|LOUYSE|LOUYZE|LUISE|LUIZE|LUYSE|LUYZE|LYSE|OLISE|UALISE|ULISE"
"LISEANE","LISEANE","F",86,"",86,269,1,"ELISEANE|ELIZEANE|LEISEANE|LIZEANE"
"LISEIA","ELIZEIA","F",33,"",33,457,1,"ELISEIA|ELIZEIA"
"LISELDA","ELIZELDA","F",24,"",24,889,1,"ELISALDA|ELISELDA|ELISILDA|ELIZALDA|ELIZELDA|ELIZILDA|LIZELDA|LUIZILDA"
"LISELE","LISLE","F",45,"",45,741,1,"ELISELE|ELISIELE|ELIZELE|ELIZIELE|LEISIELE|LEISLE|LISIELE|LISLE|LIZELE|LIZIELE|LUIZELE"
"LISELENA","LISELENA","F",21,"",21,21,1,""
"LISELENE","LISLENE","F",24,"",24,673,1,"ELISLENE|ELIZILENE|LISLENE|LIZILENE|LUISLENE"
"LISELI","LISLEY","F",25,"",25,1701,1,"ELISIELI|ELISLEI|ELISLEY|ELIZELI|ELIZIELI|LEISLY|LISIELI|LISLEI|LISLEY|LISLI|LISLY|LIZELI|LIZIELI"
"LISELIA","ELIZELIA","F",54,"",54,489,1,"ELISELIA|ELIZELIA|LISLIA|LIZELIA|LUIZELIA"
"LISELMA","ELIZELMA","F",36,"",36,1301,1,"ELISALMA|ELISELMA|ELISIELMA|ELIZALMA|ELIZELMA|ELIZIELMA|LIZELMA"
"LISELOTE","LISELOTE","F",121,"",121,150,1,"LIZELOTE"
"LISELOTTE","LISELOTTE","F",70,"",70,70,1,""
"LISENA","ELIZENA","F",36,"",36,1123,1,"ELISENA|ELIZENA|LIZENA"
"LISENE","ELIZENE","F",47,"",47,2485,1,"ALIZENE|ELISENE|ELIZENE|LIZENE|LUIZENE"
"LISERIO","LISERIO","M","",46,46,68,1,"ELISERIO"
"LISES","ULISES","F",22,"",22,2326,1,"EULISES|OLISES|ULISES|ULYSES"
"LISETA","ELIZETA","F",29,"",29,153,1,"ELISETA|ELIZETA|LIZETA"
"LISETE","ELIZETE","F",5094,"",5094,98659,1,"ALISETE|ALIZETE|ELISAETE|ELISETE|ELISETHE|ELIZAETE|ELIZAETHE|ELIZETE|ELIZETHE|EULIZETE|HELISETE|HELIZETE|ILISETE|ILIZETE|LIZAETE|LIZETE|LIZETHE|LUISETE|LUIZETE|OLISETE|OLIZETE"
"LISETH","ELIZETH","F",26,"",26,2863,1,"ELISAETH|ELISET|ELISETH|ELIZAET|ELIZAETH|ELIZET|ELIZETH|LIZET|LIZETH"
"LISETI","ELIZETI","F",77,"",77,1828,1,"ELISAETI|ELISETI|ELIZAETI|ELIZETHI|ELIZETI|ELIZETY|LIZETI"
"LISETTE","LIZETTE","F",153,"",153,529,1,"ELISETTE|ELIZETTE|LIZETTE|LYSETTE"
"LISEU","ELISEU","M","",278,278,66828,1,"ALISEU|ALIZEU|ELISEU|ELIZEU|ELYSEU|HELISEU|HELIZEU|ILISEU|ILIZEU|LIZEU|OLIZEU"
"LISI","LUIZI","F",101,"",101,1600,1,"ALISI|ALUISI|ALUIZI|ELISEI|ELISI|ELISIR|ELISY|ELIZEI|ELIZI|ELIZIR|LEISI|LEISY|LEIZI|LISY|LIZI|LIZY|LUISI|LUISY|LUIZI|LUIZIR|LUIZY"
